customer_id,age,monthly_spend,orders_per_year,app_sessions_month,months_customer,satisfaction,support_tickets,churned
36940,30,18.85,0,0,32,8,0,0
36941,24,76.06,21,15,17,7,1,0
36942,40,14.97,2,3,13,9,2,0
36943,46,33.97,11,12,27,7,2,1
36944,43,37.33,10,8,35,6,0,0
36945,36,72.16,20,16,15,5,0,0
36946,42,20.32,6,3,26,8,1,0
36947,23,20.66,3,6,2,6,1,1
36948,55,35.7,11,11,6,6,0,1
36949,49,22.67,2,6,21,8,0,0
36950,30,14.28,6,5,25,7,2,0
36951,43,17.18,5,5,11,8,1,0
36952,34,23.82,6,6,47,7,0,0
36953,46,36.36,10,10,10,6,0,0
36954,29,23.15,4,4,16,9,2,0
36955,30,76.1,17,13,16,6,0,0
36956,60,44.39,8,12,44,5,1,0
36957,33,18.21,2,5,12,3,1,1
36958,40,40.17,9,10,26,5,2,0
36959,36,34.42,11,8,32,6,1,0
36960,39,19.8,9,0,11,7,0,1
36961,38,21.87,3,2,44,5,1,0
36962,59,96.27,19,22,20,6,1,0
36963,32,34.59,17,4,45,8,2,0
36964,32,51.2,12,11,42,8,0,0
36965,47,12.04,4,4,24,6,0,1
36966,40,66.77,11,12,27,9,0,0
36967,53,37.31,12,9,35,4,0,0
36968,37,46.73,10,9,27,8,2,0
36969,41,75.27,16,9,17,9,0,0
36970,33,19.13,1,4,45,7,2,0
36971,40,22.26,7,8,12,5,3,1
36972,44,15.56,1,3,46,8,0,0
36973,30,34.88,18,9,22,8,1,0
36974,33,74.2,24,17,33,10,0,0
36975,36,31.61,10,8,48,6,4,0
36976,30,17.11,3,2,23,5,4,1
36977,34,74.2,24,17,25,6,0,0
36978,40,84.04,27,20,4,9,2,0
36979,49,41.39,12,9,34,7,2,0
36980,64,16.5,6,5,6,6,0,0
36981,54,39.5,10,6,23,8,1,0
36982,46,39.93,11,12,33,9,3,0
36983,18,21.25,4,2,23,4,0,0
36984,52,33.74,14,10,6,5,0,1
36985,36,40.55,10,10,30,9,0,0
36986,46,39.85,15,8,29,3,1,1
36987,31,15.79,6,3,3,8,0,0
36988,39,23.29,5,5,27,6,3,0
36989,39,42.18,15,6,37,9,0,0
36990,34,9.48,5,5,20,8,0,1
36991,52,37.92,15,9,20,8,2,0
36992,18,20.23,3,3,15,5,1,0
36993,33,13.83,4,2,20,8,2,0
36994,42,36.94,14,7,41,4,0,0
36995,18,20.77,3,5,16,5,0,1
36996,18,16.39,5,7,11,7,1,0
36997,40,34.76,13,8,31,5,2,0
36998,41,35.15,17,14,10,6,3,1
36999,32,52.36,13,8,38,5,1,0
37000,34,21.27,4,5,5,10,0,0
37001,44,37.7,10,10,37,4,1,1
37002,43,19.97,4,4,42,4,1,1
37003,45,18.47,3,7,23,6,1,1
37004,24,12.88,2,6,28,7,4,1
37005,41,33.8,11,14,27,7,0,0
37006,35,36.46,12,9,44,6,1,0
37007,40,78.71,19,22,14,8,0,0
37008,18,50.58,8,9,24,8,2,1
37009,43,36.7,8,13,12,7,2,1
37010,44,43.11,10,4,16,8,0,0
37011,53,40.19,17,9,31,5,1,0
37012,19,11.78,4,5,14,8,2,1
37013,54,44.35,14,9,26,6,2,1
37014,28,17.57,2,3,23,6,3,1
37015,56,29.41,3,4,47,6,1,0
37016,47,48.07,17,12,15,7,1,0
37017,52,22.77,3,3,25,7,1,1
37018,59,43.73,17,11,27,7,2,0
37019,33,18.4,5,4,2,3,0,1
37020,36,47.31,8,9,27,10,1,0
37021,36,33.59,9,6,44,7,1,0
37022,45,25.79,2,4,45,5,1,0
37023,36,84.92,20,19,15,7,0,0
37024,33,19.31,1,2,23,5,1,0
37025,46,32.29,14,8,14,9,4,0
37026,33,20.72,1,4,38,6,1,0
37027,38,19.22,6,4,15,8,1,0
37028,21,12.37,6,4,18,8,1,1
37029,32,37.04,19,8,37,8,0,1
37030,26,39.1,10,11,17,7,2,1
37031,36,44.73,9,7,21,8,0,0
37032,42,23.57,4,3,45,8,3,1
37033,49,20.49,1,2,31,5,1,1
37034,44,44.02,13,8,30,7,0,0
37035,43,75.54,16,19,38,8,1,0
37036,26,15.7,4,1,6,10,2,1
37037,29,65.85,21,15,2,5,1,0
37038,18,16.01,2,1,48,8,1,0
37039,35,25.69,2,3,4,9,0,1
37040,19,24.87,3,3,46,7,4,0
37041,34,40.82,19,8,16,8,0,0
37042,20,19.89,6,0,33,6,0,0
37043,37,17.58,1,2,37,8,1,0
37044,33,37.96,21,19,39,4,1,1
37045,39,40.06,7,7,14,6,3,1
37046,34,17.74,6,1,15,6,2,1
37047,18,12.47,4,4,2,8,0,1
37048,19,84.9,21,14,35,9,2,0
37049,50,30.41,7,15,25,6,0,1
37050,47,52.52,10,10,19,5,1,1
37051,33,75.95,21,15,11,7,0,0
37052,30,78.72,25,21,44,8,1,0
37053,43,20.04,6,2,31,8,0,0
37054,45,73.87,22,25,14,9,0,0
37055,53,13.51,5,4,2,9,1,1
37056,31,81.8,22,11,24,7,2,0
37057,36,81.25,14,17,20,6,0,0
37058,33,15.47,4,1,28,8,1,0
37059,28,18.49,9,3,17,7,0,0
37060,32,87.31,23,20,15,6,1,0
37061,39,39.93,12,9,41,5,0,0
37062,48,81.14,17,18,17,8,1,0
37063,54,46.79,13,14,13,7,2,0
37064,44,83.69,20,19,34,8,1,0
37065,42,42.16,10,7,7,5,2,1
37066,36,11.56,2,0,24,7,0,1
37067,46,20.85,3,3,8,7,0,0
37068,53,18.94,7,1,33,8,1,0
37069,45,82.78,16,12,5,5,2,0
37070,49,38.31,13,6,47,6,0,0
37071,43,75.56,14,11,35,5,0,0
37072,18,17.87,5,3,9,6,2,1
37073,39,70.57,14,15,3,7,2,1
37074,42,16.34,7,4,41,7,1,1
37075,38,39.73,12,6,40,7,0,0
37076,41,18.82,4,2,18,6,0,1
37077,27,81.17,14,26,31,5,0,0
37078,43,21.16,8,3,42,9,2,0
37079,18,50.23,10,8,9,10,0,0
37080,30,13.06,7,3,11,6,1,1
37081,56,23.41,5,3,42,6,0,0
37082,32,84.08,19,24,11,5,2,0
37083,39,47.54,10,6,4,6,0,0
37084,51,91.57,22,23,15,7,2,0
37085,35,16.62,4,5,13,7,2,0
37086,33,54.83,9,9,17,3,1,1
37087,30,36.64,17,8,45,9,2,0
37088,39,46.66,14,6,9,8,0,0
37089,21,86.82,26,21,48,8,1,0
37090,33,14.37,3,2,5,9,1,0
37091,37,39.42,12,8,43,5,2,1
37092,34,17.2,2,4,6,7,0,0
37093,33,15.33,3,1,11,7,3,1
37094,48,62.25,23,9,22,10,0,0
37095,49,50.01,10,6,2,9,1,0
37096,27,21.11,2,5,44,8,0,0
37097,30,34.91,10,12,33,4,1,1
37098,56,21.79,3,3,21,9,0,0
37099,33,38.15,12,9,39,9,1,0
37100,29,35.26,6,17,41,10,1,0
37101,32,35.26,12,8,18,10,1,0
37102,30,30.99,14,12,37,6,0,0
37103,32,44.37,8,12,44,9,0,0
37104,29,22.62,2,4,35,8,4,1
37105,29,73.69,28,13,42,9,1,0
37106,56,41.86,14,14,10,9,1,0
37107,33,20.23,5,2,15,10,2,0
37108,32,75.3,19,22,29,7,0,0
37109,43,11.99,2,1,9,9,0,0
37110,43,35.29,12,6,9,7,3,0
37111,59,39.81,10,4,3,3,0,1
37112,27,59.84,9,11,23,7,2,0
37113,57,83.83,25,22,15,7,0,0
37114,31,45.63,13,8,15,8,0,0
37115,30,80.68,23,12,37,8,1,0
37116,32,46.97,10,7,15,4,0,1
37117,31,24.9,4,4,38,8,0,0
37118,44,15.98,5,3,3,8,0,0
37119,35,14.96,4,0,10,7,0,1
37120,35,38.62,15,6,7,7,0,0
37121,54,16.98,6,4,36,8,1,0
37122,42,18.14,5,3,33,8,1,1
37123,45,73.43,31,20,43,6,0,0
37124,45,45.39,9,7,11,6,1,1
37125,23,42.24,13,4,22,7,1,1
37126,40,24.96,5,2,26,8,0,0
37127,51,14.85,3,2,3,7,3,0
37128,56,16.77,4,3,41,10,0,0
37129,28,46.85,12,10,15,3,0,0
37130,59,14.23,3,5,46,6,0,0
37131,59,40.26,16,6,46,10,0,0
37132,37,39.54,12,8,27,6,1,0
37133,40,89.67,14,22,3,7,1,0
37134,31,38.18,12,5,35,7,1,0
37135,25,47.51,15,8,45,4,0,0
37136,46,17.49,0,4,15,4,1,1
37137,40,39.49,8,9,13,7,4,1
37138,28,15.6,3,5,3,7,2,0
37139,23,22.69,0,1,1,8,0,0
37140,22,18.59,3,3,47,9,1,1
37141,32,83.09,19,15,35,8,0,0
37142,35,44.0,12,6,9,9,0,0
37143,60,39.3,7,9,21,9,0,0
37144,31,16.63,4,4,33,9,2,0
37145,37,34.08,10,8,33,5,0,0
37146,36,19.98,6,6,17,6,1,0
37147,54,44.48,7,7,4,10,1,0
37148,40,12.37,2,2,26,5,0,0
37149,30,56.15,11,6,24,7,1,0
37150,18,45.85,8,7,13,10,2,0
37151,38,13.77,4,0,28,9,0,0
37152,40,49.27,13,7,46,8,0,0
37153,22,34.76,10,7,29,8,0,0
37154,57,45.54,8,11,2,6,0,1
37155,37,82.59,19,20,6,6,1,1
37156,47,45.77,13,11,12,9,0,0
37157,39,13.25,4,3,46,5,0,1
37158,49,68.91,21,12,37,8,1,0
37159,19,31.4,12,9,28,8,2,0
37160,40,85.23,17,16,34,10,1,0
37161,40,15.4,2,1,18,6,0,0
37162,30,35.02,7,11,33,5,2,1
37163,37,10.39,1,3,19,8,1,0
37164,41,69.92,22,22,6,7,0,0
37165,19,18.58,5,0,24,8,2,0
37166,42,45.36,12,11,9,7,2,1
37167,36,18.05,6,2,36,10,1,0
37168,31,81.37,29,12,46,8,2,0
37169,47,37.53,15,7,28,7,1,0
37170,38,84.51,22,20,11,8,1,0
37171,54,20.56,5,9,7,6,0,1
37172,40,42.97,11,10,43,7,2,0
37173,37,38.92,11,7,22,8,0,0
37174,35,20.37,3,4,34,7,0,0
37175,32,80.71,22,17,42,6,0,0
37176,34,35.33,12,9,47,7,0,1
37177,30,47.75,13,7,25,9,1,0
37178,18,78.76,24,25,34,5,0,0
37179,30,33.0,14,10,46,4,2,1
37180,39,32.5,9,8,43,6,2,1
37181,32,44.54,10,10,4,6,0,0
37182,24,39.33,7,8,12,6,1,0
37183,53,42.97,12,6,48,9,0,0
37184,18,12.37,4,7,46,6,0,0
37185,45,85.77,28,14,13,9,0,0
37186,48,15.31,3,5,22,4,1,0
37187,52,16.68,4,0,34,9,0,0
37188,35,79.52,21,24,20,5,0,0
37189,54,80.11,18,16,8,5,0,0
37190,39,23.71,4,1,6,4,1,1
37191,38,19.11,0,1,31,4,1,1
37192,41,16.81,4,4,18,8,1,0
37193,23,44.37,11,11,37,8,1,0
37194,43,46.89,13,7,8,7,0,0
37195,20,18.09,4,2,39,7,0,0
37196,56,42.95,17,8,46,10,2,0
37197,39,48.55,12,6,32,7,2,0
37198,27,11.9,4,5,25,4,0,0
37199,36,19.26,3,3,10,2,4,1
37200,34,12.23,2,2,33,5,0,1
37201,41,72.2,12,21,36,6,1,0
37202,33,40.19,12,13,43,7,1,0
37203,34,18.96,3,3,25,10,2,0
37204,45,20.59,8,2,16,9,1,0
37205,47,68.54,25,18,24,7,1,0
37206,24,18.59,2,5,5,9,0,0
37207,38,96.47,17,23,42,8,1,0
37208,31,87.27,17,19,32,5,0,0
37209,30,16.84,4,4,15,7,1,1
37210,41,9.39,8,2,40,7,0,0
37211,24,31.82,9,7,21,8,2,0
37212,39,42.9,15,6,18,6,0,1
37213,40,38.97,14,14,17,7,2,0
37214,40,76.9,23,13,37,9,0,0
37215,33,14.6,4,1,10,5,1,1
37216,35,38.46,8,9,37,7,1,0
37217,18,11.59,3,3,31,9,1,1
37218,45,38.69,8,6,27,5,2,1
37219,19,44.16,15,7,10,9,1,0
37220,45,44.07,11,9,14,7,0,1
37221,43,42.87,6,11,23,5,2,1
37222,28,24.28,8,2,38,8,1,0
37223,31,84.95,25,11,17,9,0,0
37224,50,46.75,14,13,18,7,1,0
37225,18,53.93,11,9,14,8,0,0
37226,55,45.72,15,12,21,7,0,0
37227,45,35.47,12,12,46,7,0,0
37228,46,23.82,6,2,4,7,0,0
37229,70,52.9,15,3,45,6,2,0
37230,46,92.67,20,16,41,9,1,0
37231,36,16.19,8,3,12,10,0,0
37232,46,22.23,5,0,8,5,0,0
37233,19,49.42,10,5,16,5,0,0
37234,41,74.64,26,19,31,9,1,0
37235,33,43.68,10,9,23,9,0,0
37236,32,67.1,12,18,45,7,1,0
37237,44,54.18,12,12,25,6,1,0
37238,50,60.29,7,9,10,7,0,0
37239,37,39.14,14,10,44,6,0,0
37240,36,20.71,6,1,7,8,1,0
37241,33,33.35,13,18,22,7,3,0
37242,37,21.65,7,3,18,8,1,0
37243,48,49.93,10,9,47,6,0,0
37244,38,53.25,13,2,26,6,0,0
37245,46,41.8,9,9,37,10,0,0
37246,38,41.31,12,6,2,7,2,0
37247,18,21.66,3,4,48,4,1,0
37248,38,43.13,12,7,40,7,0,0
37249,39,38.21,11,5,37,7,0,0
37250,41,14.51,4,5,33,7,1,0
37251,38,32.46,5,11,11,7,1,0
37252,51,66.79,18,13,9,10,0,0
37253,18,60.11,11,10,19,7,0,0
37254,35,17.77,6,1,39,9,1,0
37255,44,28.89,7,12,46,10,0,0
37256,45,16.17,1,6,44,4,1,1
37257,42,54.27,10,4,14,8,1,1
37258,18,16.84,4,2,44,6,2,0
37259,42,42.21,11,10,35,7,2,0
37260,60,55.62,11,13,12,5,0,0
37261,48,78.29,13,16,47,5,1,0
37262,54,21.46,10,3,5,6,0,1
37263,53,22.22,6,3,2,8,1,0
37264,40,36.13,17,13,37,7,1,0
37265,34,42.26,12,13,20,4,0,1
37266,34,76.93,22,21,39,7,0,0
37267,32,47.75,9,10,3,3,2,1
37268,25,59.64,12,6,5,3,0,1
37269,53,27.35,4,1,16,4,1,1
37270,21,39.45,12,11,25,10,0,0
37271,44,26.51,3,2,13,7,0,1
37272,18,23.33,6,5,20,6,0,1
37273,22,40.85,13,12,26,7,2,0
37274,42,66.91,13,15,38,7,2,0
37275,42,91.85,20,24,34,5,0,0
37276,44,84.11,24,16,32,6,0,0
37277,39,16.77,3,4,32,7,2,0
37278,20,18.44,5,4,44,6,1,0
37279,48,42.05,9,15,42,2,1,1
37280,46,23.82,5,5,27,9,1,0
37281,24,56.96,22,17,32,5,0,1
37282,41,20.31,3,2,2,6,0,0
37283,43,43.18,8,5,32,9,1,0
37284,33,14.44,6,2,7,6,2,1
37285,35,73.93,29,16,30,9,0,0
37286,46,38.94,16,11,45,5,0,0
37287,35,48.34,10,7,35,9,2,0
37288,37,49.49,17,2,45,6,1,0
37289,39,21.19,6,3,17,7,0,1
37290,18,80.73,15,19,31,5,1,0
37291,29,53.87,12,9,46,9,2,1
37292,31,15.54,4,1,10,5,0,1
37293,48,22.57,2,1,23,8,1,0
37294,46,47.01,10,7,27,5,0,1
37295,59,16.91,8,1,9,7,1,0
37296,59,40.63,11,5,3,9,1,0
37297,42,21.04,4,6,47,7,0,0
37298,40,36.69,7,6,1,6,3,1
37299,18,56.25,11,6,8,7,0,0
37300,39,94.14,10,13,14,8,3,0
37301,19,47.41,16,13,25,8,0,0
37302,64,40.28,11,12,45,7,1,0
37303,64,12.89,3,2,35,8,0,0
37304,18,78.6,16,14,25,6,2,0
37305,18,51.54,9,8,36,6,1,0
37306,27,22.69,2,3,38,6,0,0
37307,30,33.07,16,7,18,6,0,0
37308,36,16.67,2,3,12,7,0,1
37309,31,23.96,2,2,5,8,0,0
37310,31,41.27,20,11,24,5,1,1
37311,30,14.72,3,8,13,9,1,0
37312,51,24.33,4,5,47,2,1,1
37313,69,70.72,21,21,5,10,1,0
37314,28,44.95,18,8,41,7,1,0
37315,50,35.75,16,12,21,3,1,0
37316,48,90.97,19,18,40,10,0,0
37317,46,66.75,20,14,14,10,2,0
37318,36,86.01,10,17,15,7,0,0
37319,54,35.88,14,10,22,10,0,0
37320,48,45.71,12,2,38,7,0,0
37321,44,18.3,3,4,18,7,0,0
37322,44,32.62,12,6,10,6,2,0
37323,45,40.79,9,15,32,8,0,1
37324,61,13.33,1,4,10,9,1,0
37325,43,45.08,14,4,9,7,0,0
37326,40,15.59,1,3,3,9,0,0
37327,30,74.67,20,12,42,7,0,0
37328,40,79.47,26,19,36,7,1,0
37329,42,47.22,13,8,39,7,0,0
37330,32,66.99,26,18,37,8,3,0
37331,25,41.09,4,11,18,7,1,0
37332,40,49.06,16,9,26,5,0,0
37333,36,20.4,3,0,18,6,1,1
37334,18,39.85,13,8,35,7,1,1
37335,50,23.62,2,1,19,10,0,0
37336,30,66.97,16,15,23,6,0,0
37337,40,40.47,8,9,7,9,3,1
37338,29,46.12,9,9,41,5,0,0
37339,22,90.07,31,12,24,8,0,0
37340,48,37.41,14,7,20,6,0,1
37341,63,55.1,5,8,24,7,2,0
37342,45,43.02,15,13,19,9,1,0
37343,31,13.85,1,2,21,5,1,1
37344,29,21.35,2,4,17,6,4,1
37345,28,13.19,5,3,16,9,2,0
37346,29,41.07,15,6,9,5,3,1
37347,25,39.62,12,8,3,6,0,0
37348,32,18.27,4,5,23,5,0,0
37349,29,30.62,8,7,42,6,0,0
37350,39,78.64,14,14,29,8,2,0
37351,28,45.05,7,7,30,8,0,0
37352,41,87.91,19,17,20,6,0,0
37353,29,44.91,11,10,28,8,0,0
37354,50,41.21,12,7,43,6,0,0
37355,33,15.55,5,2,24,4,0,1
37356,53,22.32,7,2,32,9,2,0
37357,34,69.78,24,18,38,4,0,0
37358,54,28.44,12,9,8,4,1,0
37359,29,44.11,16,5,2,9,0,0
37360,46,19.81,4,2,25,6,2,0
37361,26,46.36,9,7,28,7,0,0
37362,39,88.59,17,18,3,3,0,0
37363,63,40.83,13,14,25,9,2,0
37364,46,53.09,8,10,25,7,2,0
37365,53,26.9,3,4,32,6,2,1
37366,48,78.08,17,23,15,10,1,0
37367,38,81.68,13,18,24,4,0,1
37368,37,50.61,11,6,16,4,0,0
37369,18,45.03,8,11,7,8,0,0
37370,41,73.17,20,22,46,6,1,0
37371,35,14.79,4,2,33,9,0,0
37372,21,39.79,12,7,8,9,0,0
37373,24,75.44,13,14,11,5,0,1
37374,39,73.34,16,19,20,4,1,1
37375,36,12.65,4,1,33,7,0,1
37376,30,17.52,2,2,47,9,1,0
37377,31,35.19,7,13,9,7,0,0
37378,35,41.58,10,14,17,10,0,0
37379,52,16.73,3,3,26,6,0,1
37380,45,12.28,2,2,36,6,0,0
37381,37,51.67,16,18,40,9,1,0
37382,37,72.29,22,21,28,6,1,0
37383,36,16.95,3,1,44,7,1,0
37384,18,40.48,8,7,13,6,2,1
37385,32,10.58,5,2,11,5,1,1
37386,45,68.95,12,17,27,9,2,0
37387,35,13.9,3,3,31,6,1,0
37388,33,96.42,8,15,5,4,2,1
37389,39,19.87,6,5,44,8,1,1
37390,40,20.46,4,5,29,10,1,0
37391,44,87.08,14,21,45,6,0,0
37392,42,18.49,4,7,34,8,1,0
37393,39,54.85,8,5,33,6,1,0
37394,42,14.64,7,3,20,10,2,0
37395,27,50.46,5,5,30,6,0,0
37396,62,44.16,4,8,41,8,1,0
37397,52,18.89,8,2,43,7,1,0
37398,38,44.2,6,4,28,8,0,0
37399,48,16.77,5,2,37,10,1,0
37400,20,43.02,12,9,24,7,1,1
37401,46,56.27,3,7,44,5,0,0
37402,53,13.38,4,0,33,5,3,0
37403,18,58.13,20,20,31,7,1,0
37404,48,51.83,13,6,32,10,0,0
37405,39,44.5,12,9,24,6,0,0
37406,29,43.53,7,6,36,5,1,0
37407,27,18.0,5,2,35,4,1,1
37408,33,35.3,10,12,41,6,0,0
37409,22,23.74,8,0,27,9,0,0
37410,34,43.98,14,16,19,5,0,0
37411,26,50.49,14,7,37,6,1,1
37412,34,39.35,3,7,14,6,2,1
37413,53,49.48,16,9,16,6,2,1
37414,32,48.44,10,16,43,6,0,0
37415,46,41.58,13,4,38,6,1,0
37416,58,41.36,17,14,9,6,0,0
37417,46,18.17,4,2,44,8,1,0
37418,26,22.77,6,3,24,6,1,1
37419,56,13.36,1,0,39,8,0,0
37420,38,9.32,9,3,16,4,3,1
37421,37,17.75,3,4,26,6,0,0
37422,39,36.02,8,15,15,7,1,0
37423,27,18.97,5,4,7,7,0,0
37424,34,15.48,1,2,7,5,0,1
37425,24,17.57,8,3,32,10,0,0
37426,47,78.86,17,13,10,6,1,0
37427,42,14.16,4,2,44,7,0,0
37428,28,11.34,4,5,26,9,2,0
37429,50,20.47,9,3,14,5,1,1
37430,42,36.68,14,11,30,7,1,0
37431,41,66.2,19,18,21,8,2,0
37432,36,46.32,11,7,38,8,2,0
37433,32,56.64,9,13,21,9,1,0
37434,20,16.33,6,3,9,7,0,1
37435,23,47.51,13,4,30,10,1,0
37436,44,41.59,17,6,16,7,2,1
37437,28,17.54,1,2,27,8,1,0
37438,23,14.8,3,0,23,8,0,0
37439,32,82.12,12,11,15,6,3,0
37440,50,44.87,17,6,31,10,0,0
37441,24,13.4,3,1,32,6,0,0
37442,39,45.3,11,10,6,7,1,0
37443,29,17.53,1,1,33,6,1,0
37444,20,18.38,7,4,35,6,1,0
37445,34,64.56,12,11,12,9,3,0
37446,40,23.57,3,4,29,8,3,0
37447,22,36.59,14,6,29,7,2,0
37448,31,16.94,2,3,44,7,0,0
37449,30,77.34,17,15,42,8,1,0
37450,37,41.61,14,4,35,10,1,0
37451,37,48.06,11,9,28,7,1,1
37452,24,37.45,10,4,43,8,0,0
37453,40,51.12,7,10,31,6,2,0
37454,38,17.76,5,4,4,4,2,1
37455,21,10.22,4,1,42,9,1,0
37456,45,28.03,14,9,46,4,0,0
37457,57,92.89,20,21,26,8,1,0
37458,40,59.32,14,7,1,9,0,0
37459,53,25.42,4,6,14,4,1,1
37460,21,39.45,12,9,46,7,0,1
37461,38,84.15,18,15,5,8,1,0
37462,57,45.13,15,13,19,8,1,0
37463,35,13.89,8,2,1,6,1,1
37464,18,46.15,7,7,9,7,1,1
37465,32,31.14,9,9,10,9,3,0
37466,49,13.17,2,5,18,7,0,0
37467,35,12.64,4,4,26,3,0,1
37468,18,15.48,5,3,22,6,0,0
37469,37,22.97,3,4,24,8,1,0
37470,63,38.73,10,3,7,7,1,1
37471,44,16.79,7,0,16,6,0,0
37472,41,54.2,22,12,6,3,1,0
37473,41,44.08,9,10,22,9,0,0
37474,24,12.9,5,1,12,8,1,1
37475,55,23.33,5,3,30,5,0,0
37476,42,16.35,4,0,6,8,0,0
37477,39,34.77,7,15,40,8,0,0
37478,21,16.17,5,0,43,8,0,0
37479,29,38.81,9,9,22,7,0,0
37480,44,42.17,12,12,4,7,1,0
37481,33,77.68,18,14,23,9,0,0
37482,35,48.51,9,7,13,7,2,0
37483,38,41.02,9,10,43,10,2,0
37484,37,19.45,2,1,45,9,1,1
37485,44,67.76,18,15,32,6,0,0
37486,27,19.4,3,5,6,6,2,1
37487,31,21.03,2,3,45,5,0,0
37488,48,24.21,5,3,8,9,0,0
37489,49,51.64,11,13,40,5,1,0
37490,32,20.42,0,3,35,5,0,1
37491,44,12.39,5,2,16,5,1,1
37492,18,15.61,7,1,10,6,0,1
37493,27,27.73,18,8,24,8,1,0
37494,29,48.29,13,8,20,7,0,0
37495,26,45.1,18,8,35,7,1,0
37496,38,27.96,7,1,20,7,0,0
37497,22,94.76,10,10,37,6,2,0
37498,34,41.65,7,9,14,7,1,0
37499,43,13.68,4,5,34,8,2,1
37500,37,50.68,11,8,3,8,1,0
37501,27,36.22,17,14,26,10,1,0
37502,51,49.92,9,9,45,7,0,1
37503,59,44.94,8,6,45,8,3,0
37504,47,28.55,4,1,30,10,0,0
37505,37,13.4,4,4,35,9,2,0
37506,42,19.51,3,1,31,7,0,0
37507,35,21.84,4,2,4,7,0,0
37508,37,41.93,8,13,15,5,0,0
37509,50,48.61,9,14,29,6,1,1
37510,38,43.26,8,5,18,8,0,0
37511,55,39.66,2,7,16,6,1,1
37512,46,61.39,18,23,10,9,1,0
37513,51,13.4,5,3,29,6,0,0
37514,39,21.77,5,5,15,5,2,1
37515,41,50.14,7,11,7,10,0,0
37516,31,33.86,10,7,35,10,4,0
37517,25,15.65,3,3,25,8,1,0
37518,42,54.91,15,12,19,8,1,0
37519,29,18.8,2,2,17,7,0,1
37520,46,70.13,11,24,27,9,1,0
37521,35,34.78,10,12,2,7,1,0
37522,35,35.44,13,12,19,6,0,1
37523,48,21.08,3,1,5,6,2,0
37524,26,37.09,19,8,31,9,1,0
37525,29,21.3,6,1,39,9,1,1
37526,37,46.67,7,7,41,4,3,0
37527,48,58.57,11,10,22,7,0,0
37528,44,68.82,17,12,46,6,1,0
37529,27,38.52,11,11,6,8,0,0
37530,43,42.57,20,8,13,9,0,0
37531,40,15.55,6,6,17,7,1,0
37532,40,52.68,16,8,31,7,2,0
37533,55,35.02,14,9,33,4,1,1
37534,29,65.22,26,23,27,8,1,0
37535,48,48.88,15,12,39,6,2,0
37536,50,22.47,4,6,38,6,2,1
37537,44,19.7,2,3,14,6,1,0
37538,47,14.95,3,2,29,6,1,1
37539,35,19.07,4,4,48,7,2,0
37540,29,16.72,3,2,38,4,0,1
37541,23,84.68,19,24,8,10,0,0
37542,44,88.14,22,20,4,8,1,0
37543,28,17.67,5,5,44,5,1,0
37544,26,43.74,12,11,8,6,1,0
37545,18,45.23,10,11,3,7,3,0
37546,27,20.43,2,1,27,6,1,1
37547,43,13.68,2,2,37,5,3,1
37548,35,9.91,1,4,17,8,1,0
37549,44,28.52,5,1,8,8,1,1
37550,50,43.91,13,12,44,7,3,0
37551,22,34.49,8,7,25,4,1,1
37552,32,86.66,25,20,47,7,4,0
37553,44,47.87,8,8,43,9,0,0
37554,41,40.14,9,14,41,4,2,0
37555,37,18.12,7,4,21,5,0,0
37556,32,18.34,3,1,12,8,3,1
37557,44,15.85,8,3,4,5,2,0
37558,34,77.0,19,22,2,8,0,0
37559,35,10.13,2,1,11,5,0,1
37560,39,58.55,15,10,4,7,1,1
37561,48,43.37,13,12,34,8,1,0
37562,32,19.43,4,3,28,9,2,0
37563,30,35.45,13,8,18,6,2,0
37564,49,16.99,2,2,35,8,2,0
37565,36,16.87,1,5,43,5,0,0
37566,47,41.93,8,8,14,7,1,0
37567,46,48.41,7,4,20,5,2,1
37568,25,81.48,14,22,32,6,1,0
37569,39,18.96,6,2,48,8,0,0
37570,45,38.33,7,16,24,7,0,0
37571,19,37.57,9,9,40,8,0,0
37572,36,46.99,14,9,28,5,1,0
37573,40,89.87,9,16,2,6,0,0
37574,47,48.7,11,7,42,8,0,0
37575,28,24.83,6,3,26,8,0,0
37576,36,44.6,10,6,16,8,1,0
37577,44,48.69,10,8,12,5,0,1
37578,18,71.98,21,17,3,9,1,0
37579,34,45.59,17,12,7,7,0,1
37580,43,70.29,30,24,37,5,0,0
37581,34,20.79,6,2,11,9,2,0
37582,23,19.16,4,4,45,8,1,0
37583,39,18.29,5,4,21,8,0,0
37584,33,33.92,9,9,35,7,1,0
37585,34,15.25,5,6,12,6,1,1
37586,40,17.53,5,4,15,4,0,1
37587,47,16.2,2,4,15,10,0,0
37588,39,50.31,6,12,35,8,1,0
37589,35,71.86,15,15,27,6,1,1
37590,56,32.72,8,6,12,7,0,0
37591,37,9.33,4,1,5,6,1,0
37592,49,16.72,4,5,3,6,2,1
37593,47,53.12,9,16,15,9,0,0
37594,35,50.93,11,11,7,8,0,0
37595,49,13.72,1,0,34,4,1,1
37596,39,26.71,10,10,20,8,1,0
37597,34,36.75,8,11,10,6,1,1
37598,36,13.56,5,4,34,9,0,0
37599,39,15.99,6,3,7,6,0,1
37600,41,42.75,16,5,33,8,1,1
37601,57,22.18,2,1,40,9,4,0
37602,24,44.51,13,10,41,8,1,1
37603,31,34.25,11,6,31,6,1,0
